当日总成交笔数,当日总成交量,当日总成交额,当日最高限价,当日最低限价,当日加权平均叫卖价,当日加权平均叫买价,当日叫卖总量,当日叫买总量
612,19840,2341959,1188280,1174100,1233810,1171530,21040,4320
