万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
000001.SZ,000001,20211224,91345000,0,0,0,0,0,,,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91445000,0,0,0,0,0,,,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91500000,0,0,0,0,0,,,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91509000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,33600,11200,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91518000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,39300,8400,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,39300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91527000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,39300,8500,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,39300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91536000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,39200,8600,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91545000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46000,1800,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91612000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46100,1800,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91630000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46200,1700,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91639000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,47300,600,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,47300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91648000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,47400,500,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,47400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91657000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,47300,600,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,47300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91706000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49000,1200,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91715000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49100,1100,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91724000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49100,1200,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91751000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,51400,1400,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91800000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,52500,1400,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91809000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,45700,8200,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,45700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91818000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46900,5800,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91827000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46900,11300,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91836000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,46900,14800,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,46900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91845000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,48100,13600,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,48100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91854000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,48200,13500,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,48200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91903000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,48400,10800,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,48400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91912000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,48400,11000,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,48400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91921000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49100,21700,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91930000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49700,20000,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91939000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49900,21000,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91948000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,49900,21900,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,49900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,91957000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,50400,20700,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92009000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,73700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,73700,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92018000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,73900,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,73900,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92027000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,75300,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,75300,21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92045000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,76600,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,76600,20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92054000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92600,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92600,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92103000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92112000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92121000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92130000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92139000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92148000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,92700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,92700,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92157000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,95500,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,95500,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92206000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,97500,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,97500,39300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92224000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,97500,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,97500,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92233000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,97500,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,97500,42500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92242000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,97500,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,97500,43500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92251000,0,0,0,0,0,,,0,0,0,0,0,173200,173200,0,0,0,0,0,0,0,0,0,102700,0,0,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,0,0,0,102700,39800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92300000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,105900,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,105900,23900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92318000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,105900,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,105900,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92327000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,108400,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,108400,23800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92336000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,118900,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,118900,19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92345000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,119500,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,119500,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92354000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,120800,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,120800,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92403000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,121200,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,121200,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92412000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,129500,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,129500,35700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92421000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,178800,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,178800,29600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92430000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,195300,0,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,195300,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92439000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,222500,5500,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,222500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92448000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,229400,17000,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,229400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92457000,0,0,0,0,0,,,0,0,0,0,0,173200,173300,0,0,0,0,0,0,0,0,0,244200,21700,0,0,0,0,0,0,0,0,173300,0,0,0,0,0,0,0,0,0,244200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20211224,92500000,173300,244700,4240651,177,0,,,244700,4240651,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,68000,17300,29300,16800,46000,71400,60200,80900,50600,170100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,139400,26900,25400,4000,16600,13100,43600,43000,46700,27300,181000,169900,8263996,3832400,0,0,0,0,0,
000001.SZ,000001,20211224,92600000,173300,0,0,177,0,,,244700,4240651,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,68000,17300,29300,16800,46000,71400,60200,80900,50600,170100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,139400,26900,25400,4000,16600,13100,43600,43000,46700,27300,181000,169900,8263996,3832400,0,0,0,0,0,
000001.SZ,000001,20211224,92700000,173300,0,0,177,0,,,244700,4240651,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,68000,17300,29300,16800,46000,71400,60200,80900,50600,170100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,139400,26900,25400,4000,16600,13100,43600,43000,46700,27300,181000,169900,8263996,3832400,0,0,0,0,0,
000001.SZ,000001,20211224,92800000,173300,0,0,177,0,,,244700,4240651,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,68000,17300,29300,16800,46000,71400,60200,80900,50600,170100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,139400,26900,25400,4000,16600,13100,43600,43000,46700,27300,181000,169900,8263996,3832400,0,0,0,0,0,
000001.SZ,000001,20211224,92900000,173300,0,0,177,0,,,244700,4240651,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,68000,17300,29300,16800,46000,71400,60200,80900,50600,170100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,139400,26900,25400,4000,16600,13100,43600,43000,46700,27300,181000,169900,8263996,3832400,0,0,0,0,0,
000001.SZ,000001,20211224,93000000,173300,32000,554560,192,0,,,276700,4795211,173300,173300,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,25800,19600,31300,111800,42200,88300,60500,83100,50600,171100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,109500,28400,30400,7000,14600,13500,43600,47500,43300,35700,180900,169900,8425896,3901300,0,0,0,0,0,
000001.SZ,000001,20211224,93003000,173300,158000,2738392,358,0,,,434700,7533603,173500,173200,173300,173200,173400,173500,173600,173700,173800,173900,174000,174100,174200,174300,300,33900,165200,51000,103200,81700,100800,86300,178200,89200,173300,173200,173100,173000,172900,172800,172700,172600,172500,172400,154500,132300,29700,49900,18900,32900,18600,65500,55500,44500,180900,170200,9652696,4559300,0,0,0,0,0,
000001.SZ,000001,20211224,93006000,173500,38600,669260,414,0,,,473300,8202863,173500,173200,173300,173200,173500,173600,173700,173800,173900,174000,174100,174200,174300,174400,33400,175800,54800,108100,87500,105300,93000,181100,96100,98200,173400,173300,173200,173100,173000,172900,172800,172700,172600,172500,5500,191700,136600,30600,50400,21600,36000,19200,67400,52300,180800,170300,10070296,4950700,0,0,0,0,0,
000001.SZ,000001,20211224,93009000,173400,13700,237611,432,0,,,487000,8440474,173500,173200,173300,173200,173500,173600,173700,173800,173900,174000,174100,174200,174300,174400,38500,175900,54800,111800,91900,107800,93800,181100,101700,99200,173400,173300,173200,173100,173000,172900,172800,172700,172600,172500,3200,229900,137200,30600,54500,23500,37700,22200,67400,102200,180800,170300,10206696,5108700,0,0,0,0,0,
000001.SZ,000001,20211224,93012000,173300,17200,298162,464,0,,,504200,8738636,173500,173200,173300,173200,173400,173500,173600,173700,173800,173900,174000,174100,174200,174300,17600,44300,175900,54800,115300,91900,108200,93800,184100,107600,173300,173200,173100,173000,172900,172800,172700,172600,172500,172400,231400,137500,30600,54700,23500,37700,22200,67400,102900,46900,180800,170300,10293196,5128100,0,0,0,0,0,
000001.SZ,000001,20211224,93015000,173200,237800,4121102,661,0,,,742000,12859738,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,18900,13400,45000,160700,54800,120400,91900,108200,92800,184100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,134900,30600,56200,23500,38000,22200,68300,103400,46900,45800,180800,170200,10324496,4907900,0,0,0,0,0,
000001.SZ,000001,20211224,93018000,173200,59800,1036387,724,0,,,801800,13896125,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,200,11600,49000,160700,54800,120400,91900,108200,92800,184100,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,118100,34100,55900,23500,38000,22200,69000,103400,46900,45800,180700,170200,10386396,4909000,0,0,0,0,0,
000001.SZ,000001,20211224,93021000,173300,10600,183683,736,0,,,812400,14079808,173500,173200,173300,173200,173400,173500,173600,173700,173800,173900,174000,174100,174200,174300,23900,63600,160700,54800,120400,104400,108200,92800,184400,112400,173300,173200,173100,173000,172900,172800,172700,172600,172500,172400,2800,116300,36100,57400,23500,38000,22200,69000,104700,46900,180700,170200,10415296,4915800,0,0,0,0,0,
000001.SZ,000001,20211224,93024000,173200,33100,573514,765,0,,,845500,14653322,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,17400,24200,66600,160700,54800,103900,104400,108200,92800,184400,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,111800,36100,56700,23500,38500,22200,68600,104700,46900,45800,180700,170200,10425896,4910100,0,0,0,0,0,
000001.SZ,000001,20211224,93027000,173200,19300,334382,780,0,,,864800,14987704,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,123700,30900,66600,160700,54800,103900,104600,108200,92800,185400,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,104500,36400,59000,23500,38500,22200,68600,104700,46900,45800,180600,170200,10557796,4906200,0,0,0,0,0,
000001.SZ,000001,20211224,93030000,173200,38200,661776,818,0,,,903000,15649480,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,110900,48200,67600,160700,55800,103900,104600,108200,92800,185400,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,86100,32400,59000,23500,38500,22200,68600,105700,51900,45800,180600,170200,10570496,4905500,0,0,0,0,0,
000001.SZ,000001,20211224,93033000,173200,19900,344699,841,0,,,922900,15994179,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,130800,46000,71500,160700,55800,103900,105100,108200,92800,186600,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,79600,33500,59100,23500,39500,22800,69600,106200,51900,50800,180600,170200,10583496,4913100,0,0,0,0,0,
000001.SZ,000001,20211224,93036000,173200,16600,287542,860,0,,,939500,16281721,173500,173200,173300,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,174200,138600,82800,71500,142600,55800,104500,105100,108200,92800,186600,173200,173100,173000,172900,172800,172700,172600,172500,172400,172300,66600,34600,59100,24300,40500,21700,69600,106200,51900,50800,180600,170200,10601096,4917900,0,0,0,0,0,
000001.SZ,000001,20211224,93039000,173100,105000,1818256,958,0,,,1044500,18099977,173500,173100,173300,173200,173200,173300,173400,173500,173600,173700,173800,173900,174000,174100,102000,138400,82800,75400,142600,55800,104500,105100,107300,92800,173000,172900,172800,172700,172600,172500,172400,172300,172200,172100,59100,25300,40500,21700,69600,106200,51900,50800,159400,226300,180500,170100,10707796,4830300,0,0,0,0,0,
000001.SZ,000001,20211224,93042000,173100,6800,117664,974,0,,,1051300,18217641,173500,173000,173300,173200,173100,173200,173300,173400,173500,173600,173700,173800,173900,174000,25100,100200,148600,82800,76100,142600,55800,104500,105100,107300,173000,172900,172800,172700,172600,172500,172400,172300,172200,172100,53600,25300,40500,22500,69600,106200,51900,50800,159400,226300,180500,170100,10768196,4826600,0,0,0,0,0,
000001.SZ,000001,20211224,93045000,173000,3700,64019,982,0,,,1055000,18281660,173500,173000,173300,173200,173100,173200,173300,173400,173500,173600,173700,173800,173900,174000,27000,66800,152900,82600,72800,142600,55800,99400,105100,107300,173000,172900,172800,172700,172600,172500,172400,172300,172200,172100,50600,25300,40500,22500,70500,106200,51900,50800,159400,226400,180600,170100,10742896,4834100,0,0,0,0,0,
000001.SZ,000001,20211224,93048000,173000,8100,140194,992,0,,,1063100,18421854,173500,173000,173300,173200,173100,173200,173300,173400,173500,173600,173700,173800,173900,174000,20600,92300,148500,84500,103500,142600,55800,99400,105100,107300,173000,172900,172800,172700,172600,172500,172400,172300,172200,172100,48200,25800,40500,22500,64700,106200,51900,50800,159400,226300,180500,170100,10792096,4838500,0,0,0,0,0,
000001.SZ,000001,20211224,93051000,173000,23600,408381,1019,0,,,1086700,18830235,173500,173000,173300,173200,173100,173200,173300,173400,173500,173600,173700,173800,173900,174000,10500,58500,139700,84500,104000,142600,55800,99400,103100,108300,173000,172900,172800,172700,172600,172500,172400,172300,172200,172100,38200,25800,39900,22500,64700,106200,51900,60700,160200,226300,180500,170100,10751096,4850900,0,0,0,0,0,
